무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
F9340,서울특별시,마포구,고속국도,70번,강변북로,2,서울특별시 마포구 강변북로,서울특별시 마포구 망원동 229-3,37.552464,126.900251,구리방향 한강시민공원망원지구,1,80,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9341,서울특별시,서대문구,고속국도,30번,내부순환로,2,서울특별시 서대문구 내부순환로,서울특별시 서대문구 연희동 172-87,37.578381,126.931944,두산@앞,1,70,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9342,서울특별시,서초구,특별시도,,효령로,1,서울특별시 서초구 효령로,서울특별시 서초구 방배동 917-7,37.480058,126.993807,대우효령아파트 교차로,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9343,서울특별시,성동구,특별시도,,고산자로,1,서울특별시 성동구 고산자로,서울특별시 성동구 성수동1가 685-355,37.547229,127.036727,응봉교 교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9344,서울특별시,성북구,특별시도,,동소문로,2,서울특별시 성북구 동소문로,서울특별시 성북구 성북동1가 50-2,37.58847,127.005595,한성대입구역 교차로,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9345,서울특별시,성북구,특별시도,,화랑로,2,서울특별시 성북구 화랑로 368,,37.61556,127.068976,서울특별시민방위교육장 앞,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9346,서울특별시,양천구,특별시도,,목동서로,2,서울특별시 양천구 목동서로,서울특별시 양천구 목동 901-7,37.537524,126.880805,목동신시가지1단지101동 앞,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9347,서울특별시,영등포구,특별시도,,오리로,1,서울특별시 영등포 국회대로,서울특별시 영등포구 당산동3가 3-3,37.526636,126.901504,영등포경찰서건너편,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9348,서울특별시,용산구,특별시도,,한강대로,1,서울특별시 용산구 한강대로,서울특별시 용산구 한강로1가 97,37.535846,126.974505,삼각지교차로,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9349,서울특별시,은평구,특별시도,,수색로,2,서울특별시 은평구 수색로,서울특별시 은평구 수색동 407-2,37.586826,126.887184,수색교,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9350,서울특별시,은평구,특별시도,,연서로,1,서울특별시 은평구 연서로,서울특별시 은평구 진관동 128-45,37.64278,126.938891,진관사입구 교차로,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9351,서울특별시,중랑구,특별시도,,용마산로,1,서울특별시 중랑구 용마산로 363,,37.584507,127.094309,중화중학교 앞,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
주차01,서울특별시,강동구,시도,0,올림픽로,2,서울특별시 강동구 올림픽로 786,서울특별시 강동구 암사동 501,37.551126,127.128112,암사역 1번출구,4,0,,200,,2005,서울특별시 강동구청,02-3425-6317,2021-08-24,3240000,서울특별시 강동구
주차02,서울특별시,강동구,시도,0,양재대로,3,서울특별시 강동구 양재대로 1482,서울특별시 강동구 길동 391-5,37.5379034,127.140329,길동역 2번출구,4,0,,200,,2005,서울특별시 강동구청,02-3425-6317,2021-08-24,3240000,서울특별시 강동구
주차03,서울특별시,강동구,시도,0,천호대로,3,서울특별시 강동구 천호대로 1021,서울특별시 강동구 천호동 454,37.538205,127.125749,천호이마트 주변,4,0,,200,,2005,서울특별시 강동구청,02-3425-6317,2021-08-24,3240000,서울특별시 강동구
F8695,서울특별시,송파구,특별시도,,중대로,1,서울특별시 송파구 중대로,서울특별시 송파구 오금동 89,37.507481,127.133137,백토공원사거리,2,50,,,99,2017,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9094,서울특별시,관악구,특별시도,,호암로,1,서울특별시 관악구 호암로,서울특별시 관악구 신림동 산 102-13,37.459187,126.922685,관악산 휴먼시아아파트 앞,2,40,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9095,서울특별시,관악구,특별시도,,관악로,1,서울특별시 관악구 관악로,서울특별시 관악구 봉천동 1596-8,37.475738,126.952838,청룡초등학교입구,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9096,서울특별시,중구,특별시도,,세종대로,1,서울특별시 중구 세종대로,서울특별시 중구 남대문로5가 84-15,37.556312,126.972805,서울역 교차로,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9097,서울특별시,중구,특별시도,,통일로,2,서울특별시 중구 통일로,서울특별시 중구 남대문로5가 9-2,37.556334,126.97287,서울역 교차로,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9098,서울특별시,송파구,특별시도,,새말로,2,서울특별시 송파구 새말로 27,,37.480288,127.118207,서울지방경찰청 제3기동단 앞,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9099,서울특별시,송파구,특별시도,,새말로,1,서울특별시 송파구 새말로,서울특별시 송파구 문정동 618,37.481528,127.121833,송파파크하비오푸르지오 205동 앞,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9166,서울특별시,서초구,특별시도,,남부순환로,1,서울특별시 서초구 남부순환로,,37.474954,127.001966,경남아파트 앞 교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9167,서울특별시,강서구,일반국도,6번,방화대로,1,서울특별시 강서구 방화대로 96,,37.549134,126.816824,메이필드호텔앞교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9168,서울특별시,강서구,일반국도,6번,방화대로,2,서울특별시 강서구 방화대로,서울특별시 강서구 외발산동 산 71-16,37.540985,126.816276,메이필드호텔앞교차로 부천방면 전방800m,1,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9170,서울특별시,관악구,특별시도,,강남순환로,1,서울특별시 관악구 강남순환로,서울특별시 관악구 신림동 140-14,37.468959,126.947383,"관악IC(수서 방면) 1,2,3차로",1,80,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9171,서울특별시,관악구,특별시도,,강남순환로,2,서울특별시 관악구 강남순환로,서울특별시 관악구 신림동 140-9,37.468971,126.947505,"관악IC(광명 방면) 1,2,3차로",1,80,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9172,서울특별시,서초구,특별시도,,강남순환로,1,서울특별시 서초구 강남순환로,서울특별시 서초구 방배동 산 130-7,37.470461,126.986922,"사당IC(광명 방면) 1,2,3차로",1,80,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9173,서울특별시,서초구,특별시도,,강남순환로,2,서울특별시 서초구 강남순환로,서울특별시 서초구 우면동 산 67-8,37.462053,127.018424,"서초터널 출구(수서 방면) 1,2,3차로",1,80,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9174,서울특별시,은평구,특별시도,,가좌로,2,서울특별시 은평구 가좌로 391,,37.60055,126.904304,신사시티아파트 101동 앞,2,60,,,99,2018,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9175,서울특별시,양천구,특별시도,,신정로,2,서울특별시 양천구 신정로 110,,37.506421,126.83509,신정숲속마을@앞,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9176,서울특별시,노원구,특별시도,,덕릉로,2,서울특별시 노원구 덕릉로,서울특별시 노원구 상계동 37-26,37.674206,127.085484,덕릉터널앞교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9178,서울특별시,서초구,특별시도,,신반포로,2,서울특별시 서초구 신반포로 15길,,37.506617,126.993034,아크로리버파크 104동앞,2,30,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9330,서울특별시,강남구,특별시도,,테헤란로,2,서울특별시 강남구 테헤란로,서울특별시 강남구 삼성동 170-9,37.509851,127.066189,강남경찰서 교차로,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9331,서울특별시,강북구,특별시도,,도봉로,1,서울특별시 강북구 도봉로 162,,37.623104,127.027555,신일교회 앞,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9332,서울특별시,강서구,일반국도,48번,공항대로,2,서울특별시 강서구 공항대로,서울특별시 강서구 공항동 53-44,37.561233,126.810091,송정초등학교 건너편,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9333,서울특별시,강서구,일반국도,6번,공항대로,1,서울특별시 강서구 공항대로,서울특별시 강서구 염창동 283-4,37.547167,126.877417,현대오일뱅크 양화교주유소 앞,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F9334,서울특별시,관악구,특별시도,,관악로,2,서울특별시 관악구 관악로 285,,37.490665,126.956304,성현동아@104동앞,2,60,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F8694,서울특별시,중구,특별시도,,장충단로,1,서울특별시 중구 장충단로 263,,37.567955,127.009392,두산타워 건너편,2,50,,,99,2016,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
60,서울특별시,은평구,구도,,응암로,3,서울특별시 은평구 응암로11길 5,,37.58840547,126.9160053,성모병원,4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
100,서울특별시,은평구,구도,,수색로276,3,서울특별시 은평구 수색로 276,서울특별시 은평구 수색동 364-10,37.58321448,126.8939923,수색동주민센터(주변),4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
101,서울특별시,은평구,구도,,응암동,3,서울특별시 은평구 응암동 61-53,서울특별시 은평구 응암동 61-53,37.60091568,126.9319959,명성학원 앞,4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
111,서울특별시,은평구,구도,,통일로,3,서울특별시 은평구 통일로 715-12,서울특별시 은평구 대조동 15-139,37.60997237,126.9295333,NC백화점후문부근,4,50,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
115,서울특별시,은평구,구도,,증산서길,3,서울특별시 은평구 증산서길 107,서울특별시 은평구 증산동 189-3,37.58543677,126.9085149,증산서길111사거리,4,50,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
118,서울특별시,은평구,구도,없음,가좌로,3,서울특별시 은평구 응암동 가좌로 191-24,서울특별시 은평구 응암동 749-2,37.58840391,126.9186038,은평문화예술정보학교 주변,4,50,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
73,서울특별시,은평구,구도,미공시,진관1로,3,서울특별시 은평구 진관1로 21-35,서울특별시 은평구 진관동 95-10,37.63336308,126.9183396,진관동 헤스티아(주변),4,40,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
74,서울특별시,은평구,구도,없음,통일로,3,서울특별시 은평구,서울특별시 은평구 대조동 11-13,37.611026,126.929174,불광역사거리(주변),4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
75,서울특별시,은평구,구도,없음,은평로,3,서울특별시 은평구 은평로 127,서울특별시 은평구 응암동 88-10,37.600581,126.921958,서부병원 사거리(주변),4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
76,서울특별시,은평구,구도,없음,서오릉로,3,서울특별시 은평구 서오릉로 253,서울특별시 은평구 구산동 304-26,37.61717661,126.9059206,서오릉로253(주변),4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
77,서울특별시,은평구,구도,미공시,통일로,3,서울특별시 은평구 통일로 1050,서울특별시 은평구 진관동 63,37.637515,126.9177904,진관동 구파발 사거리(주변),4,40,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
78,서울특별시,은평구,구도,103번,은평로,3,서울특별시 은평구 은평로 38,서울특별시 은평구 신사동 4-12,37.59818739,126.9120947,신사종합사회복지관 앞,4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
69,서울특별시,은평구,구도,125번,갈현로,3,서울특별시 은평구 갈현로 82,,37.60540875,126.910488,역촌119안전센터(주변),4,40,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
71,서울특별시,은평구,구도,940번,서오릉로,3,서울특별시 은평구 서오릉로 211,서울특별시 은평구 구산동 202-1,37.61415704,126.9100768,서오능버스종점(주변),4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
72,서울특별시,은평구,구도,없음,응암로,3,서울특별시 은평구 응암로 243,서울특별시 은평구 응암동 578-98,37.593671,126.917791,응암서부농협건너(주변),4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
51,서울특별시,은평구,구도,미공시,진관1로,3,서울특별시 은평구 진관1로 21-10,서울특별시 은평구 진관동 87-42,37.63448977,126.9190181,은평뉴타운128동(주변),4,30,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
52,서울특별시,은평구,구도,없음,서오릉로,3,서울특별시 은평구 서오릉로 90,대조동 179-5,37.608155,126.921463,평생학습관 맞은편(주변),4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
53,서울특별시,은평구,구도,미공시,연서로,3,서울특별시 은평구 연서로,서울특별시 은평구 진관동 159-33,37.62952344,126.9301368,폭포동입구 교차로,4,60,,,99,,서울특별시 은평구청,02-351-7804,2021-09-01,3110000,서울특별시 은평구
